Date,Country,City,Specie,count,min,max,median,variance
12-05-2020,IN,New Delhi,temperature,24,26,37,30.5,136.67
24-05-2020,IN,New Delhi,temperature,24,31.5,44.5,37.5,161.19
25-05-2020,IN,New Delhi,temperature,24,29,44,37,263.46
23-06-2020,IN,New Delhi,temperature,24,29,35.5,32.5,41.81
13-07-2020,IN,New Delhi,temperature,24,27,36,32.5,96.29
12-01-2020,IN,New Delhi,temperature,24,9,21,13.5,176.74
18-01-2020,IN,New Delhi,temperature,24,11,16,12,27.71
27-03-2020,IN,New Delhi,temperature,24,18,25.5,20,50.1
06-04-2020,IN,New Delhi,temperature,24,22,35,28.5,245.36
26-06-2020,IN,New Delhi,temperature,24,29,36.5,32,61.94
04-07-2020,IN,New Delhi,temperature,24,30,37.5,32.5,57.17
19-07-2020,IN,New Delhi,temperature,12,27,30,29,14.15
11-01-2020,IN,New Delhi,temperature,24,7,18.5,11.5,139.57
01-02-2020,IN,New Delhi,temperature,24,9,18,12.5,123.03
24-05-2020,IN,Hyderabad,temperature,144,25.7,40.5,29.7,154.55
21-06-2020,IN,Hyderabad,temperature,110,24,50.8,29.3,178.7
21-01-2020,IN,Hyderabad,temperature,129,18.5,31.9,28.4,153.44
28-02-2020,IN,Hyderabad,temperature,118,17.5,32.9,28.8,170.62
04-03-2020,IN,Hyderabad,temperature,28,26,30.4,27.6,17.74
23-04-2020,IN,Hyderabad,temperature,127,25,40,30.8,125.55
03-05-2020,IN,Hyderabad,temperature,134,24.1,40,29.3,145.1
05-05-2020,IN,Hyderabad,temperature,142,23.9,39,29.3,130.75
15-07-2020,IN,Hyderabad,temperature,113,22,33.6,29.1,82.15
26-06-2020,IN,Hyderabad,temperature,122,24.4,35.7,30.3,28.7
08-02-2020,IN,Hyderabad,temperature,144,19.5,31.7,28.2,94.94
23-03-2020,IN,Hyderabad,temperature,141,24.3,36.8,29.7,62.31
09-04-2020,IN,Hyderabad,temperature,144,23.4,35.2,29.3,95.84
16-04-2020,IN,Hyderabad,temperature,144,25,41.5,30,118.97
11-05-2020,IN,Hyderabad,temperature,132,24,35.5,29.2,73.71
25-06-2020,IN,Hyderabad,temperature,115,26.1,35.1,30.3,18.82
03-01-2020,IN,Hyderabad,temperature,77,21,31.2,28.5,101.8
09-03-2020,IN,Hyderabad,temperature,144,21,35.3,29.4,98.26
10-05-2020,IN,Hyderabad,temperature,128,23.9,63.8,29.1,141.37
23-06-2020,IN,Hyderabad,temperature,117,24.5,33.5,29.9,17.62
14-07-2020,IN,Hyderabad,temperature,98,23.5,31.6,28.7,38.34
04-06-2020,IN,Hyderabad,temperature,122,27,34.5,29.2,29.55
09-01-2020,IN,Hyderabad,temperature,144,18.5,31.4,28.4,161.5
13-01-2020,IN,Hyderabad,temperature,118,13,31.5,28,323.38
04-02-2020,IN,Hyderabad,temperature,123,18,32.5,28.6,145
01-03-2020,IN,Hyderabad,temperature,120,18,33.9,29.3,171.87
03-03-2020,IN,Hyderabad,temperature,15,22,32.4,28,116.79
03-04-2020,IN,Hyderabad,temperature,119,27,34.4,29.9,40.04
25-05-2020,IN,Hyderabad,temperature,142,25.7,68.7,29.8,576.73
05-02-2020,IN,Hyderabad,temperature,120,19,32,28.5,122.63
24-03-2020,IN,Hyderabad,temperature,144,24,37.6,29.8,70.14
02-04-2020,IN,Hyderabad,temperature,120,26.5,36.3,28.8,84.85
27-04-2020,IN,Hyderabad,temperature,130,24,45.7,29.7,198.13
20-05-2020,IN,Hyderabad,temperature,110,24.6,39,29.2,108.75
23-05-2020,IN,Hyderabad,temperature,144,25.9,41.1,30,163.69
20-01-2020,IN,Hyderabad,temperature,117,18.5,33.1,28.2,162.57
08-03-2020,IN,Hyderabad,temperature,144,23,34.8,29.3,85.09
11-04-2020,IN,Hyderabad,temperature,144,25.1,36.6,30.5,91.03
19-05-2020,IN,Hyderabad,temperature,115,24.6,37.5,29.7,100.72
22-05-2020,IN,Hyderabad,temperature,123,25.5,40.6,29.3,155.81
19-01-2020,IN,Hyderabad,temperature,119,18,31.6,28.5,157.87
22-03-2020,IN,Hyderabad,temperature,128,23,38,30.2,66.56
31-03-2020,IN,Hyderabad,temperature,132,24.4,41.5,30.6,74.17
17-04-2020,IN,Hyderabad,temperature,141,24,41.2,30.2,112.17
30-04-2020,IN,Hyderabad,temperature,138,27,46.5,30,179.93
20-06-2020,IN,Hyderabad,temperature,124,24.5,32.2,29.9,17.91
22-01-2020,IN,Hyderabad,temperature,143,17.5,31.2,28.6,180.88
02-03-2020,IN,Hyderabad,temperature,133,21,34.1,29.5,137.08
21-03-2020,IN,Hyderabad,temperature,128,23,34.9,30.2,50.52
25-03-2020,IN,Hyderabad,temperature,144,23.8,38,29.9,63.35
19-07-2020,IN,Hyderabad,temperature,67,24,33.3,29.3,33.11
25-01-2020,IN,Hyderabad,temperature,143,18,31.6,29,144.52
30-01-2020,IN,Hyderabad,temperature,138,18.5,31.8,28.9,128.25
28-03-2020,IN,Hyderabad,temperature,139,24.5,40.7,30.4,74.96
29-04-2020,IN,Hyderabad,temperature,129,24,45.3,30,160.56
03-02-2020,IN,Hyderabad,temperature,133,17,31.8,28.4,168.31
15-04-2020,IN,Hyderabad,temperature,144,26,39,29.5,96.99
21-05-2020,IN,Hyderabad,temperature,109,25.4,40,29.1,105.53
10-07-2020,IN,Hyderabad,temperature,126,23,32.5,29.4,50.03
11-01-2020,IN,Hyderabad,temperature,130,16,31.3,26.8,217.82
07-05-2020,IN,Hyderabad,temperature,138,23.7,35,29.3,51.1
10-06-2020,IN,Hyderabad,temperature,108,23,33.3,28.9,41.5
22-06-2020,IN,Hyderabad,temperature,116,24,40.9,29.3,47.56
05-07-2020,IN,Hyderabad,temperature,124,23,31.5,28.6,38.94
14-01-2020,IN,Hyderabad,temperature,120,16,31.3,27.5,216.29
15-01-2020,IN,Hyderabad,temperature,119,16,31.5,27,224.42
05-03-2020,IN,Hyderabad,temperature,144,20.5,34,29,91.09
21-04-2020,IN,Hyderabad,temperature,132,24,41.1,30.3,114.64
01-06-2020,IN,Hyderabad,temperature,136,22.4,39,28.4,86.31
06-06-2020,IN,Hyderabad,temperature,106,26,34,29.3,32.8
02-06-2020,IN,Hyderabad,temperature,126,23,35,28.9,61.21
07-06-2020,IN,Hyderabad,temperature,98,26,34,28.8,37.75
28-01-2020,IN,Hyderabad,temperature,141,19,32,29.1,131.82
19-03-2020,IN,Hyderabad,temperature,128,21,35,30.5,82.13
29-03-2020,IN,Hyderabad,temperature,134,26.8,36.1,30,60.61
04-04-2020,IN,Hyderabad,temperature,120,26.5,32.1,29.1,30.77
19-04-2020,IN,Hyderabad,temperature,132,26,41.4,30,87.05
17-05-2020,IN,Hyderabad,temperature,112,24.2,44.8,30.3,137.69
19-06-2020,IN,Hyderabad,temperature,124,24.5,31.7,29.2,19.8
24-06-2020,IN,Hyderabad,temperature,102,26,33,30.1,23.76
09-07-2020,IN,Hyderabad,temperature,124,23,31.8,28.7,26.02
27-01-2020,IN,Hyderabad,temperature,142,18,33,29.7,162.68
10-03-2020,IN,Hyderabad,temperature,144,21,37,29.9,89.11
12-04-2020,IN,Hyderabad,temperature,144,25.5,38.4,31.1,115.11
20-04-2020,IN,Hyderabad,temperature,136,25,41.8,29.6,101.04
28-04-2020,IN,Hyderabad,temperature,124,24,45.1,29.6,184.15
17-06-2020,IN,Hyderabad,temperature,144,23,32.2,29,75.79
04-05-2020,IN,Hyderabad,temperature,134,24.1,39,29.3,90.37
30-06-2020,IN,Hyderabad,temperature,124,24,32.3,29.5,39.64
02-07-2020,IN,Hyderabad,temperature,124,21.6,33.2,29.2,48.91
03-07-2020,IN,Hyderabad,temperature,116,23,32.8,28.9,30.71
13-07-2020,IN,Hyderabad,temperature,124,24,32.6,28.9,33.55
05-01-2020,IN,Hyderabad,temperature,137,19,31.3,28.4,136.2
07-02-2020,IN,Hyderabad,temperature,144,19,33,28.3,106.28
25-02-2020,IN,Hyderabad,temperature,31,24,32.5,28,80.39
26-03-2020,IN,Hyderabad,temperature,144,24.6,37.2,29.8,61.92
12-01-2020,IN,Hyderabad,temperature,120,17,31.5,27,218.63
24-01-2020,IN,Hyderabad,temperature,142,14.5,31.8,29,219.1
29-01-2020,IN,Hyderabad,temperature,143,19.5,32,28.8,104.83
08-04-2020,IN,Hyderabad,temperature,123,23,36,31.1,109.74
17-07-2020,IN,Hyderabad,temperature,124,23,32,29.1,29.07
14-06-2020,IN,Hyderabad,temperature,144,23.8,31.5,29.3,40.79
07-07-2020,IN,Hyderabad,temperature,124,24,31.4,29.1,23.12
06-01-2020,IN,Hyderabad,temperature,142,17,31.2,28.1,172.83
10-01-2020,IN,Hyderabad,temperature,144,19,31.4,27.7,152.66
18-01-2020,IN,Hyderabad,temperature,119,19,31.2,26.8,155.47
02-02-2020,IN,Hyderabad,temperature,120,20,30.9,28.2,109.88
05-06-2020,IN,Hyderabad,temperature,124,26,36,29.2,43.85
11-06-2020,IN,Hyderabad,temperature,107,23,31.2,28.7,45.02
29-02-2020,IN,Hyderabad,temperature,124,19.5,33.4,28.9,136.85
16-03-2020,IN,Hyderabad,temperature,132,21,2302.5,28.7,442100
18-03-2020,IN,Hyderabad,temperature,126,19.5,38.2,29.9,149.04
24-04-2020,IN,Hyderabad,temperature,140,26,41.9,29.6,116.94
29-06-2020,IN,Hyderabad,temperature,124,23,32,29.5,66.3
11-07-2020,IN,Hyderabad,temperature,126,23.5,33.1,28.7,37.16
03-06-2020,IN,Hyderabad,temperature,122,24.1,35,29.3,45.52
07-01-2020,IN,Hyderabad,temperature,143,20,31.5,28.5,133
27-02-2020,IN,Hyderabad,temperature,120,19,33.3,29,148.38
10-04-2020,IN,Hyderabad,temperature,144,22.2,35.5,30.2,126.08
01-05-2020,IN,Hyderabad,temperature,132,23.5,42.1,29.3,113.5
16-05-2020,IN,Hyderabad,temperature,129,24,43.6,29.8,110.91
29-05-2020,IN,Hyderabad,temperature,133,27.8,41.5,29.6,149.7
17-01-2020,IN,Hyderabad,temperature,114,17,31.2,27.9,155.88
11-03-2020,IN,Hyderabad,temperature,144,22.5,35.3,29.8,78.82
07-04-2020,IN,Hyderabad,temperature,129,24,36,30.2,82.83
26-05-2020,IN,Hyderabad,temperature,132,28.2,44.4,30.5,129.15
27-06-2020,IN,Hyderabad,temperature,124,22.5,34,29.8,68.5
08-07-2020,IN,Hyderabad,temperature,126,23.5,37.5,29,40.55
06-04-2020,IN,Hyderabad,temperature,128,26,34,30.1,45.96
28-06-2020,IN,Hyderabad,temperature,116,23,32,29.7,57.76
31-01-2020,IN,Hyderabad,temperature,122,18,45,28.6,188.88
31-05-2020,IN,Hyderabad,temperature,144,22.7,37,28.9,67.19
12-06-2020,IN,Hyderabad,temperature,115,22,32,28.9,48.67
04-01-2020,IN,Hyderabad,temperature,144,20,31.4,28.2,135.81
13-05-2020,IN,Hyderabad,temperature,134,24,36,29.6,73.61
01-07-2020,IN,Hyderabad,temperature,124,22.9,33.8,29.2,43.19
04-07-2020,IN,Hyderabad,temperature,121,22,31.9,28.8,39.2
23-01-2020,IN,Hyderabad,temperature,141,15,31.5,29,211.62
13-03-2020,IN,Hyderabad,temperature,144,22,36.9,29.8,97.73
20-03-2020,IN,Hyderabad,temperature,128,23,36.3,30.8,67.72
08-05-2020,IN,Hyderabad,temperature,134,23.8,36,29.3,62.24
14-05-2020,IN,Hyderabad,temperature,140,24,707.2,29.8,32783.7
18-05-2020,IN,Hyderabad,temperature,117,24,41.7,30.2,112.22
12-07-2020,IN,Hyderabad,temperature,124,24,32.6,28.7,23.21
08-01-2020,IN,Hyderabad,temperature,144,19.5,31.7,28.5,135.73
18-04-2020,IN,Hyderabad,temperature,133,25,41.9,30.5,103.44
12-05-2020,IN,Hyderabad,temperature,142,23.9,36,29.2,63.36
08-06-2020,IN,Hyderabad,temperature,98,26,34,28.9,34.22
09-06-2020,IN,Hyderabad,temperature,98,27.6,35,29.1,43.15
18-06-2020,IN,Hyderabad,temperature,134,22,32.1,29.4,79.79
12-03-2020,IN,Hyderabad,temperature,144,21,35.6,29.8,95.09
14-03-2020,IN,Hyderabad,temperature,144,20.5,35.3,29.7,96.29
14-04-2020,IN,Hyderabad,temperature,133,26.3,38.9,30.6,102.93
02-05-2020,IN,Hyderabad,temperature,118,24.3,49.4,29.2,255.88
01-02-2020,IN,Hyderabad,temperature,110,18,31.8,28.9,165.08
09-02-2020,IN,Hyderabad,temperature,59,20,30.6,28.3,111.56
26-04-2020,IN,Hyderabad,temperature,138,27,45.1,29.5,179.19
13-06-2020,IN,Hyderabad,temperature,130,24,31.5,29.3,25.66
16-06-2020,IN,Hyderabad,temperature,144,23,32.6,28.5,60.48
26-02-2020,IN,Hyderabad,temperature,120,21,33.1,28.5,109.95
06-03-2020,IN,Hyderabad,temperature,142,21.5,34,29.4,90.33
05-04-2020,IN,Hyderabad,temperature,120,24.4,35.4,30.7,70.64
06-05-2020,IN,Hyderabad,temperature,134,23.9,40,29.2,111.82
15-05-2020,IN,Hyderabad,temperature,134,23.9,40.4,29.6,113.74
27-05-2020,IN,Hyderabad,temperature,134,28,40.6,29.6,138.84
07-03-2020,IN,Hyderabad,temperature,144,22,35.6,29.4,75.55
17-03-2020,IN,Hyderabad,temperature,124,22,62.4,29.7,411.41
09-05-2020,IN,Hyderabad,temperature,132,23.5,39.5,29.3,112.82
30-05-2020,IN,Hyderabad,temperature,144,26.9,40,29.5,90.55
06-07-2020,IN,Hyderabad,temperature,124,23,31.3,28.4,43.16
16-07-2020,IN,Hyderabad,temperature,124,21.5,31.7,29.1,49.1
25-04-2020,IN,Hyderabad,temperature,132,27,42.3,30.1,146.32
28-05-2020,IN,Hyderabad,temperature,126,27.3,42,29.5,186.86
16-01-2020,IN,Hyderabad,temperature,111,16,31.2,26.6,234.45
06-02-2020,IN,Hyderabad,temperature,133,17,53.2,28.5,298.64
27-03-2020,IN,Hyderabad,temperature,133,25.1,40.6,30.5,73.89
30-03-2020,IN,Hyderabad,temperature,131,24.4,34.4,29.8,62.57
01-04-2020,IN,Hyderabad,temperature,128,25.7,35.9,29,84.55
13-04-2020,IN,Hyderabad,temperature,144,26.1,38.7,31.1,93.99
15-06-2020,IN,Hyderabad,temperature,144,25,31.7,29.1,37.96
26-01-2020,IN,Hyderabad,temperature,143,18.5,31.6,29.7,133.86
15-03-2020,IN,Hyderabad,temperature,144,21,66.8,29.5,537.79
22-04-2020,IN,Hyderabad,temperature,134,27,39.1,30,86.46
18-07-2020,IN,Hyderabad,temperature,124,23,40.8,29.1,56.04
02-06-2020,IN,Delhi,temperature,911,0,41.2,30,333.68
05-07-2020,IN,Delhi,temperature,855,0,40.2,30,165.14
10-07-2020,IN,Delhi,temperature,961,15.3,42.2,33.2,163.12
17-05-2020,IN,Delhi,temperature,943,0,44.9,30.6,481.66
20-06-2020,IN,Delhi,temperature,947,0,41.8,31.2,529.97
01-05-2020,IN,Delhi,temperature,896,23.3,44,30.1,174.09
10-05-2020,IN,Delhi,temperature,867,0,38.9,28.6,96.26
24-05-2020,IN,Delhi,temperature,898,0,47.4,36.5,646.51
18-01-2020,IN,Delhi,temperature,862,7.1,32.8,12,632.35
29-01-2020,IN,Delhi,temperature,887,6,32,14.5,557.76
05-02-2020,IN,Delhi,temperature,922,6.4,33.4,14,613.58
24-03-2020,IN,Delhi,temperature,869,10.4,40.1,24.2,255.81
01-03-2020,IN,Delhi,temperature,848,9.4,47.1,20,542.2
20-03-2020,IN,Delhi,temperature,873,9.8,38.4,26.1,270.49
09-04-2020,IN,Delhi,temperature,890,10.2,40,26.8,228.56
23-05-2020,IN,Delhi,temperature,878,0,49.8,35,681.9
26-02-2020,IN,Delhi,temperature,861,8.6,39.4,19,493.69
03-03-2020,IN,Delhi,temperature,70,10.9,31.3,19.4,343.68
17-04-2020,IN,Delhi,temperature,898,0,41.8,30,170.64
18-05-2020,IN,Delhi,temperature,942,0,46.1,30.6,520.87
31-12-2019,IN,Delhi,temperature,24,5,12.1,7.2,58.72
01-01-2020,IN,Delhi,temperature,24,4.2,16.8,10.6,198.31
23-01-2020,IN,Delhi,temperature,887,6.7,34.4,13.3,617.68
31-01-2020,IN,Delhi,temperature,892,5.5,35.7,12.6,665.91
03-06-2020,IN,Delhi,temperature,931,0,40.8,30.8,310.41
29-06-2020,IN,Delhi,temperature,882,0,44.9,34.5,530.96
02-07-2020,IN,Delhi,temperature,941,0,45.1,34.7,492.22
09-07-2020,IN,Delhi,temperature,939,-33,41,32.4,315.13
12-04-2020,IN,Delhi,temperature,902,11.9,41.1,28.9,245.43
20-05-2020,IN,Delhi,temperature,938,0,44.6,31,475.69
01-06-2020,IN,Delhi,temperature,909,0,40,29.5,423.02
06-07-2020,IN,Delhi,temperature,897,0,39.1,30.5,124.53
10-01-2020,IN,Delhi,temperature,855,4.1,33.8,10.7,863.94
11-01-2020,IN,Delhi,temperature,859,5.2,40.1,12.5,756.45
17-01-2020,IN,Delhi,temperature,869,0,35.2,13,588.75
07-02-2020,IN,Delhi,temperature,926,5.5,40.1,13.4,683.86
11-06-2020,IN,Delhi,temperature,892,0,46.8,34.2,537.78
15-06-2020,IN,Delhi,temperature,929,23.2,48.5,35.1,230.94
22-06-2020,IN,Delhi,temperature,890,0,41.1,32.2,412.06
14-07-2020,IN,Delhi,temperature,901,23,44.7,33.8,173.1
30-12-2019,IN,Delhi,temperature,9,5.5,6.3,6.2,0.69
30-03-2020,IN,Delhi,temperature,956,0,39.7,24.7,361.75
04-04-2020,IN,Delhi,temperature,905,10.2,37.1,26.4,292.41
05-04-2020,IN,Delhi,temperature,905,10.4,38.3,27.1,236.55
17-07-2020,IN,Delhi,temperature,929,0,40.9,31.7,148.63
15-07-2020,IN,Delhi,temperature,925,22.7,40.8,32.5,92.9
05-01-2020,IN,Delhi,temperature,864,0,39.6,14.7,707.97
19-03-2020,IN,Delhi,temperature,883,10.9,39.5,25.3,296.89
05-06-2020,IN,Delhi,temperature,967,0,39.7,29.1,344.09
18-06-2020,IN,Delhi,temperature,822,0,46.1,33.3,419.2
23-04-2020,IN,Delhi,temperature,950,16.2,41,28.6,108.02
27-04-2020,IN,Delhi,temperature,929,18,36.7,27.6,175.84
12-07-2020,IN,Delhi,temperature,843,3,39.5,30.1,101.4
24-01-2020,IN,Delhi,temperature,879,4.7,39.5,13.5,667.01
25-01-2020,IN,Delhi,temperature,880,4.5,40.3,13.5,712.46
13-03-2020,IN,Delhi,temperature,867,8.8,39.6,23,328.73
06-04-2020,IN,Delhi,temperature,910,12.9,41.5,28.6,257.54
08-05-2020,IN,Delhi,temperature,905,17.9,45.2,30.9,233.76
21-06-2020,IN,Delhi,temperature,869,0,39.7,31.4,356.01
03-02-2020,IN,Delhi,temperature,897,4.9,34.6,13.7,683.08
01-04-2020,IN,Delhi,temperature,859,12.9,37.1,26.5,218.95
04-05-2020,IN,Delhi,temperature,847,12.7,38.9,28.9,177.96
05-05-2020,IN,Delhi,temperature,877,21.6,41.7,30.1,167.65
04-06-2020,IN,Delhi,temperature,971,0,39.4,29.3,340.28
02-04-2020,IN,Delhi,temperature,879,14.7,35.4,26.4,176.75
24-04-2020,IN,Delhi,temperature,898,12,41.6,29.5,213.78
11-05-2020,IN,Delhi,temperature,841,0,38.7,29.6,181.36
12-05-2020,IN,Delhi,temperature,886,0,40.6,30,149.82
23-06-2020,IN,Delhi,temperature,892,0,40,32.6,375.12
27-06-2020,IN,Delhi,temperature,931,0,43.8,33.1,433.15
08-07-2020,IN,Delhi,temperature,966,0,39,29.6,301.8
20-01-2020,IN,Delhi,temperature,825,6.9,41.9,11.7,639.9
28-03-2020,IN,Delhi,temperature,946,9.9,39.7,23.7,259.78
29-05-2020,IN,Delhi,temperature,873,0,39.9,28.7,414.26
31-05-2020,IN,Delhi,temperature,897,0,37.9,27.2,348.75
28-04-2020,IN,Delhi,temperature,869,20.5,37.5,28.9,118.26
19-07-2020,IN,Delhi,temperature,478,9.3,36.2,29,96.25
27-01-2020,IN,Delhi,temperature,885,7.2,40.4,15.8,578.53
01-02-2020,IN,Delhi,temperature,893,3.8,33.3,13.5,668.89
27-02-2020,IN,Delhi,temperature,879,8.9,38,20.5,472.04
10-04-2020,IN,Delhi,temperature,902,11.2,40.4,28.1,302.24
26-05-2020,IN,Delhi,temperature,929,0,49.3,35.9,729.81
07-06-2020,IN,Delhi,temperature,947,0,39.1,29.4,231.95
14-01-2020,IN,Delhi,temperature,890,7.4,34.1,13.4,583.85
29-03-2020,IN,Delhi,temperature,883,0,39.8,25.3,339.38
31-03-2020,IN,Delhi,temperature,903,0,39.6,26,280.41
21-05-2020,IN,Delhi,temperature,923,0,45.7,32,553.27
15-04-2020,IN,Delhi,temperature,877,23.8,45,29.7,216.3
24-02-2020,IN,Delhi,temperature,13,10.1,14.2,12.5,23.11
04-03-2020,IN,Delhi,temperature,189,0,32.5,20.2,326.44
08-03-2020,IN,Delhi,temperature,869,7.8,33,20,393.98
10-03-2020,IN,Delhi,temperature,866,7.7,32.8,21.7,424.66
06-01-2020,IN,Delhi,temperature,880,7.5,39.3,14.2,632.11
13-05-2020,IN,Delhi,temperature,883,23.5,39.3,29.5,78.19
22-05-2020,IN,Delhi,temperature,894,0,48.7,32.4,680.3
17-06-2020,IN,Delhi,temperature,945,0,45.9,34.3,180.1
09-05-2020,IN,Delhi,temperature,920,23.9,45.3,31.3,222.31
16-05-2020,IN,Delhi,temperature,932,0,44,30.8,401.93
26-06-2020,IN,Delhi,temperature,940,-8.2,40.9,32.3,413.81
11-07-2020,IN,Delhi,temperature,879,-8.4,41.2,31.6,200.69
03-01-2020,IN,Delhi,temperature,506,7.4,34.8,18.3,538.8
25-03-2020,IN,Delhi,temperature,830,9.8,39.9,26.5,315.44
25-04-2020,IN,Delhi,temperature,931,0,40.8,29.5,160.55
06-05-2020,IN,Delhi,temperature,905,0,39.2,29.4,102.87
04-01-2020,IN,Delhi,temperature,878,0,34.8,14,664.23
12-03-2020,IN,Delhi,temperature,878,6.7,37.8,22.8,308.22
30-04-2020,IN,Delhi,temperature,919,24.2,43,30,166.97
15-05-2020,IN,Delhi,temperature,878,0,43.6,30.5,509.15
30-05-2020,IN,Delhi,temperature,918,0,38.6,29.3,397.27
06-06-2020,IN,Delhi,temperature,964,0,39.9,30.5,253.72
26-01-2020,IN,Delhi,temperature,901,5.1,39.7,13.8,670
09-02-2020,IN,Delhi,temperature,399,5.7,33.2,10,701.75
07-03-2020,IN,Delhi,temperature,861,8.1,36,19.4,376.83
07-04-2020,IN,Delhi,temperature,867,9.7,39.5,26.7,199.56
21-04-2020,IN,Delhi,temperature,872,0,38.4,28.5,203.28
14-05-2020,IN,Delhi,temperature,901,0,44.1,29,320.32
27-05-2020,IN,Delhi,temperature,964,0,49.3,35.8,696.66
13-06-2020,IN,Delhi,temperature,942,0,41.7,32,315.85
30-01-2020,IN,Delhi,temperature,895,7.2,32.5,14,582.86
25-02-2020,IN,Delhi,temperature,260,8.6,36.9,19,422.53
17-03-2020,IN,Delhi,temperature,852,9.4,40,23.6,341.97
13-04-2020,IN,Delhi,temperature,877,12.2,43,29.5,277.91
03-07-2020,IN,Delhi,temperature,922,-40.7,46.4,34,423.51
04-07-2020,IN,Delhi,temperature,939,0,40.9,32.5,133.09
02-01-2020,IN,Delhi,temperature,35,7.6,22.3,15.5,223.2
08-01-2020,IN,Delhi,temperature,840,7.9,41.6,13.3,650.34
09-01-2020,IN,Delhi,temperature,836,5.4,34.4,10.5,785.92
29-04-2020,IN,Delhi,temperature,850,21.8,40.6,30,146.7
09-06-2020,IN,Delhi,temperature,987,0,44.7,33.6,512.51
28-01-2020,IN,Delhi,temperature,878,8.2,36.9,15.5,498.47
29-02-2020,IN,Delhi,temperature,882,7.7,39.2,19.4,459.4
27-03-2020,IN,Delhi,temperature,878,7.8,39.9,22.7,225.4
03-04-2020,IN,Delhi,temperature,905,11.3,34.6,25.9,222.68
14-06-2020,IN,Delhi,temperature,934,18.7,45.2,33.6,219.08
28-06-2020,IN,Delhi,temperature,906,-26,46.4,34.8,622.85
19-01-2020,IN,Delhi,temperature,843,0,32.3,10.5,673.59
18-03-2020,IN,Delhi,temperature,869,9.6,39.1,24.6,315.86
02-05-2020,IN,Delhi,temperature,828,8.6,40.3,29.6,129.92
19-05-2020,IN,Delhi,temperature,926,0,46.8,30.7,546.15
13-01-2020,IN,Delhi,temperature,889,7.1,40,15.7,574.78
11-04-2020,IN,Delhi,temperature,892,0,42.1,29.5,281.15
08-06-2020,IN,Delhi,temperature,963,0,41.5,32,432.27
07-05-2020,IN,Delhi,temperature,887,11.9,41.5,29.5,195.68
10-06-2020,IN,Delhi,temperature,943,0,49.3,33.2,557.77
16-06-2020,IN,Delhi,temperature,956,16.1,48.9,35,210.58
19-06-2020,IN,Delhi,temperature,944,0,45.5,34.5,770.41
15-01-2020,IN,Delhi,temperature,858,6.5,34,13.9,639.35
16-01-2020,IN,Delhi,temperature,883,7.5,39.6,12.9,630.77
05-03-2020,IN,Delhi,temperature,833,0,39.7,21.5,389.67
08-04-2020,IN,Delhi,temperature,920,11.3,39.8,26.7,213.02
25-06-2020,IN,Delhi,temperature,949,0,41.7,31.5,381.35
02-02-2020,IN,Delhi,temperature,852,5.2,32.5,12.5,673.14
02-03-2020,IN,Delhi,temperature,854,9.3,44.4,21.4,493.94
21-03-2020,IN,Delhi,temperature,903,10.3,38.3,25.5,216.72
16-04-2020,IN,Delhi,temperature,907,21.8,43.7,30.4,220.91
26-03-2020,IN,Delhi,temperature,840,11.7,39.9,25,186.9
20-04-2020,IN,Delhi,temperature,904,18.2,36.6,27,102.66
21-01-2020,IN,Delhi,temperature,839,7.2,32,12.5,545.17
06-02-2020,IN,Delhi,temperature,915,5.4,34.4,12.8,658.2
03-05-2020,IN,Delhi,temperature,809,0,37.6,28.7,99.93
25-05-2020,IN,Delhi,temperature,938,0,48.2,34.8,686.2
24-06-2020,IN,Delhi,temperature,932,0,40.1,31,323.83
30-06-2020,IN,Delhi,temperature,837,0,41.3,33,468.3
01-07-2020,IN,Delhi,temperature,976,0,42.3,33.5,423.08
16-07-2020,IN,Delhi,temperature,883,14.9,40.5,32,107.19
28-02-2020,IN,Delhi,temperature,901,9.7,38.5,20.9,435.51
11-03-2020,IN,Delhi,temperature,878,0,38.8,23.1,325.1
26-04-2020,IN,Delhi,temperature,929,7,35.3,26.7,82.71
28-05-2020,IN,Delhi,temperature,943,0,42.4,32.5,485.22
22-03-2020,IN,Delhi,temperature,871,11.3,35.2,26,243.53
18-04-2020,IN,Delhi,temperature,897,0,40.9,28.2,323.54
19-04-2020,IN,Delhi,temperature,867,0,39.1,27.8,188.19
12-06-2020,IN,Delhi,temperature,955,0,45.6,34.4,474.4
07-01-2020,IN,Delhi,temperature,874,8.2,40.4,15,588.33
09-03-2020,IN,Delhi,temperature,868,8.3,36.8,20.9,401.47
15-03-2020,IN,Delhi,temperature,830,8,35,20.5,350.42
16-03-2020,IN,Delhi,temperature,819,0,39.9,22.1,364.61
07-07-2020,IN,Delhi,temperature,986,0,38.3,29.6,149.41
13-07-2020,IN,Delhi,temperature,883,12.7,41.8,32.5,162.4
18-07-2020,IN,Delhi,temperature,943,16.5,39.2,31.3,98.44
22-04-2020,IN,Delhi,temperature,912,15.2,40.2,29.2,208.88
12-01-2020,IN,Delhi,temperature,882,5.2,39.9,14.2,689.09
06-03-2020,IN,Delhi,temperature,837,5.6,36.9,17.7,402.37
14-03-2020,IN,Delhi,temperature,861,9.2,39.7,20,297.17
23-03-2020,IN,Delhi,temperature,855,10.3,39.9,25.5,290.15
22-01-2020,IN,Delhi,temperature,888,6.1,34,11.6,627.21
04-02-2020,IN,Delhi,temperature,903,5.3,34.3,14.7,643.7
